dataset,metric,model_a,model_b,n,mean_delta,median_delta,ci_lo,ci_hi,d_z,wins_a,losses_a,ties,p_wilcoxon_raw,p_wilcoxon_holm
mimic_cxr_test,bertscore,qwen35-35b-a3b,qwen35-122b-a10b,3031,0.000835,0.000968,0.000463,0.001228,0.080566,1648,1380,3,1e-06,5e-06
mimic_cxr_test,bertscore,qwen35-35b-a3b,qwen35-397b-a17b,3031,8.5e-05,0.000413,-0.000309,0.000471,0.007947,1570,1461,0,0.154041,0.154041
mimic_cxr_test,bertscore,qwen35-122b-a10b,qwen35-397b-a17b,3031,-0.00075,-0.000491,-0.001106,-0.000384,-0.074294,1445,1586,0,6.2e-05,0.000249
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-2b,3031,-0.011295,-0.006667,-0.01433,-0.008691,-0.145663,1327,1635,69,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-4b,3031,-0.016885,-0.012536,-0.019525,-0.014224,-0.222158,1277,1698,56,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-9b,3031,-0.012101,-0.008602,-0.01507,-0.00935,-0.156343,1303,1662,66,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-27b,3031,-0.022157,-0.016552,-0.02509,-0.019324,-0.280909,1164,1808,59,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-35b-a3b,3031,-0.025904,-0.021739,-0.029099,-0.023184,-0.308133,1089,1879,63,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-122b-a10b,3031,-0.028066,-0.023875,-0.031181,-0.025242,-0.3352,1124,1851,56,0.0,0.0
mimic_cxr_test,radgraph,qwen35-0_8b,qwen35-397b-a17b,3031,-0.026939,-0.022511,-0.030074,-0.023758,-0.312083,1121,1857,53,0.0,0.0
mimic_cxr_test,radgraph,qwen35-2b,qwen35-4b,3031,-0.005591,-0.002805,-0.008333,-0.002964,-0.075973,1405,1566,60,3.4e-05,0.000304
mimic_cxr_test,radgraph,qwen35-2b,qwen35-9b,3031,-0.000807,0.0,-0.00368,0.001784,-0.010657,1475,1486,70,0.591659,1.0
mimic_cxr_test,radgraph,qwen35-2b,qwen35-27b,3031,-0.010862,-0.008782,-0.013656,-0.008335,-0.147385,1307,1662,62,0.0,0.0
mimic_cxr_test,radgraph,qwen35-2b,qwen35-35b-a3b,3031,-0.01461,-0.013333,-0.017529,-0.01194,-0.178143,1237,1724,70,0.0,0.0
mimic_cxr_test,radgraph,qwen35-2b,qwen35-122b-a10b,3031,-0.016771,-0.014512,-0.019691,-0.013923,-0.21382,1233,1745,53,0.0,0.0
mimic_cxr_test,radgraph,qwen35-2b,qwen35-397b-a17b,3031,-0.015644,-0.012942,-0.018495,-0.012735,-0.195633,1223,1739,69,0.0,0.0
mimic_cxr_test,radgraph,qwen35-4b,qwen35-9b,3031,0.004784,0.001241,0.002142,0.00721,0.068258,1523,1444,64,0.000226,0.001584
mimic_cxr_test,radgraph,qwen35-4b,qwen35-27b,3031,-0.005272,-0.002984,-0.007826,-0.002735,-0.076185,1412,1556,63,6.9e-05,0.000548
mimic_cxr_test,radgraph,qwen35-4b,qwen35-35b-a3b,3031,-0.009019,-0.008195,-0.011768,-0.006376,-0.114658,1328,1648,55,0.0,0.0
mimic_cxr_test,radgraph,qwen35-4b,qwen35-122b-a10b,3031,-0.01118,-0.009524,-0.013833,-0.008553,-0.153482,1277,1707,47,0.0,0.0
mimic_cxr_test,radgraph,qwen35-4b,qwen35-397b-a17b,3031,-0.010053,-0.007663,-0.012738,-0.007248,-0.12881,1315,1666,50,0.0,0.0
mimic_cxr_test,radgraph,qwen35-9b,qwen35-27b,3031,-0.010056,-0.007353,-0.012522,-0.007363,-0.142942,1326,1647,58,0.0,0.0
mimic_cxr_test,radgraph,qwen35-9b,qwen35-35b-a3b,3031,-0.013803,-0.010398,-0.01647,-0.011188,-0.178516,1272,1703,56,0.0,0.0
mimic_cxr_test,radgraph,qwen35-9b,qwen35-122b-a10b,3031,-0.015964,-0.012676,-0.01873,-0.013353,-0.215306,1226,1748,57,0.0,0.0
mimic_cxr_test,radgraph,qwen35-9b,qwen35-397b-a17b,3031,-0.014837,-0.012267,-0.01746,-0.011945,-0.190515,1238,1737,56,0.0,0.0
mimic_cxr_test,radgraph,qwen35-27b,qwen35-35b-a3b,3031,-0.003747,-0.004326,-0.006224,-0.001219,-0.050448,1397,1580,54,0.001626,0.008129
mimic_cxr_test,radgraph,qwen35-27b,qwen35-122b-a10b,3031,-0.005909,-0.004134,-0.008437,-0.003292,-0.085129,1383,1590,58,9e-06,9.4e-05
mimic_cxr_test,radgraph,qwen35-27b,qwen35-397b-a17b,3031,-0.004782,-0.003584,-0.007178,-0.001929,-0.065714,1389,1577,65,0.000745,0.004468
mimic_cxr_test,radgraph,qwen35-35b-a3b,qwen35-122b-a10b,3031,-0.002161,-0.0,-0.004682,0.00058,-0.027942,1445,1516,70,0.233077,0.932307
mimic_cxr_test,radgraph,qwen35-35b-a3b,qwen35-397b-a17b,3031,-0.001034,0.0,-0.00377,0.00177,-0.012904,1483,1479,69,0.652934,1.0
mimic_cxr_test,radgraph,qwen35-122b-a10b,qwen35-397b-a17b,3031,0.001127,0.0,-0.001446,0.003954,0.014975,1478,1486,67,0.436698,1.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-2b,3031,-0.01816,0.0,-0.025247,-0.011386,-0.095532,1162,1444,425,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-4b,3031,-0.060429,-0.047619,-0.067909,-0.053078,-0.302328,911,1710,410,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-9b,3031,-0.057661,-0.027778,-0.064888,-0.050075,-0.275379,983,1590,458,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-27b,3031,-0.074327,-0.05,-0.082475,-0.066897,-0.348666,881,1740,410,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-35b-a3b,3031,-0.060164,-0.041667,-0.067575,-0.052916,-0.290635,948,1682,401,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-122b-a10b,3031,-0.073721,-0.057143,-0.080672,-0.066364,-0.36243,882,1768,381,0.0,0.0
mimic_cxr_test,green,qwen35-0_8b,qwen35-397b-a17b,3031,-0.055396,-0.041667,-0.063001,-0.048072,-0.272094,968,1663,400,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-4b,3031,-0.042268,-0.017857,-0.048508,-0.035404,-0.225255,1021,1546,464,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-9b,3031,-0.039501,-0.013889,-0.046433,-0.031966,-0.200329,1072,1524,435,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-27b,3031,-0.056166,-0.033333,-0.062887,-0.048827,-0.28373,983,1609,439,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-35b-a3b,3031,-0.042004,-0.017857,-0.048936,-0.035272,-0.218879,1027,1529,475,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-122b-a10b,3031,-0.055561,-0.035714,-0.062034,-0.048628,-0.291041,939,1641,451,0.0,0.0
mimic_cxr_test,green,qwen35-2b,qwen35-397b-a17b,3031,-0.037235,0.0,-0.043866,-0.030348,-0.200289,1020,1505,506,0.0,0.0
mimic_cxr_test,green,qwen35-4b,qwen35-9b,3031,0.002767,0.0,-0.004247,0.010326,0.013916,1317,1202,512,0.024109,0.168762
mimic_cxr_test,green,qwen35-4b,qwen35-27b,3031,-0.013898,0.0,-0.021279,-0.006928,-0.070685,1218,1336,477,0.005863,0.046907
mimic_cxr_test,green,qwen35-4b,qwen35-35b-a3b,3031,0.000264,0.0,-0.006651,0.006667,0.001352,1270,1286,475,0.653313,1.0
mimic_cxr_test,green,qwen35-4b,qwen35-122b-a10b,3031,-0.013293,0.0,-0.020377,-0.006103,-0.070121,1170,1338,523,0.000365,0.003648
mimic_cxr_test,green,qwen35-4b,qwen35-397b-a17b,3031,0.005033,0.0,-0.002029,0.011566,0.026237,1306,1244,481,0.133447,0.667236
mimic_cxr_test,green,qwen35-9b,qwen35-27b,3031,-0.016665,0.0,-0.02386,-0.010065,-0.084598,1157,1366,508,0.0,1e-06
mimic_cxr_test,green,qwen35-9b,qwen35-35b-a3b,3031,-0.002503,0.0,-0.009529,0.004667,-0.012568,1222,1299,510,0.104131,0.624784
mimic_cxr_test,green,qwen35-9b,qwen35-122b-a10b,3031,-0.01606,0.0,-0.022923,-0.009239,-0.084369,1139,1367,525,0.0,0.0
mimic_cxr_test,green,qwen35-9b,qwen35-397b-a17b,3031,0.002266,0.0,-0.004813,0.008664,0.011559,1226,1282,523,0.636965,1.0
mimic_cxr_test,green,qwen35-27b,qwen35-35b-a3b,3031,0.014163,0.0,0.007024,0.021149,0.070253,1295,1203,533,0.000886,0.007974
mimic_cxr_test,green,qwen35-27b,qwen35-122b-a10b,3031,0.000606,0.0,-0.006366,0.007574,0.003161,1214,1265,552,0.452211,1.0
mimic_cxr_test,green,qwen35-27b,qwen35-397b-a17b,3031,0.018931,0.0,0.011962,0.02526,0.097971,1316,1163,552,8e-06,9.8e-05
mimic_cxr_test,green,qwen35-35b-a3b,qwen35-122b-a10b,3031,-0.013557,0.0,-0.020295,-0.007256,-0.071434,1169,1346,516,3.6e-05,0.000396
mimic_cxr_test,green,qwen35-35b-a3b,qwen35-397b-a17b,3031,0.004769,0.0,-0.002449,0.01156,0.024467,1290,1215,526,0.230643,0.922572
mimic_cxr_test,green,qwen35-122b-a10b,qwen35-397b-a17b,3031,0.018326,0.0,0.011873,0.024934,0.097511,1346,1148,537,0.0,1e-06
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-2b,3019,-0.065651,-0.0286,-0.080518,-0.049658,-0.153124,1163,1557,299,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-4b,3019,-0.109956,-0.0714,-0.123919,-0.094525,-0.254419,1079,1666,274,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-9b,3019,-0.129567,-0.0909,-0.143895,-0.115105,-0.311797,973,1701,345,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-27b,3019,-0.151722,-0.1154,-0.166357,-0.136195,-0.35047,923,1777,319,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-35b-a3b,3019,-0.168317,-0.1333,-0.18375,-0.152743,-0.384211,866,1815,338,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-122b-a10b,3019,-0.159996,-0.1333,-0.175773,-0.144822,-0.371842,885,1833,301,0.0,0.0
mimic_cxr_test,crimson,qwen35-0_8b,qwen35-397b-a17b,3019,-0.15028,-0.1184,-0.166188,-0.135312,-0.346363,919,1778,322,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-4b,3019,-0.044305,0.0,-0.059312,-0.029629,-0.108206,1180,1494,345,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-9b,3019,-0.063916,-0.0072,-0.080337,-0.048572,-0.153793,1141,1512,366,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-27b,3019,-0.086071,-0.0464,-0.100378,-0.071335,-0.205878,1069,1602,348,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-35b-a3b,3019,-0.102666,-0.0667,-0.118222,-0.087424,-0.241112,1037,1626,356,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-122b-a10b,3019,-0.094345,-0.0556,-0.11025,-0.078991,-0.224673,1048,1614,357,0.0,0.0
mimic_cxr_test,crimson,qwen35-2b,qwen35-397b-a17b,3019,-0.084629,-0.0556,-0.100893,-0.06811,-0.196582,1078,1610,331,0.0,0.0
mimic_cxr_test,crimson,qwen35-4b,qwen35-9b,3019,-0.019611,0.0,-0.032947,-0.005344,-0.050022,1239,1330,450,0.011763,0.078052
mimic_cxr_test,crimson,qwen35-4b,qwen35-27b,3019,-0.041766,0.0,-0.055895,-0.027255,-0.107088,1139,1443,437,0.0,0.0
mimic_cxr_test,crimson,qwen35-4b,qwen35-35b-a3b,3019,-0.058361,0.0,-0.07216,-0.04439,-0.147238,1118,1468,433,0.0,0.0
mimic_cxr_test,crimson,qwen35-4b,qwen35-122b-a10b,3019,-0.05004,0.0,-0.063784,-0.035025,-0.12621,1136,1458,425,0.0,0.0
mimic_cxr_test,crimson,qwen35-4b,qwen35-397b-a17b,3019,-0.040324,0.0,-0.053943,-0.026292,-0.101751,1141,1454,424,0.0,0.0
mimic_cxr_test,crimson,qwen35-9b,qwen35-27b,3019,-0.022155,0.0,-0.035589,-0.007166,-0.056885,1172,1383,464,0.000194,0.001555
mimic_cxr_test,crimson,qwen35-9b,qwen35-35b-a3b,3019,-0.03875,0.0,-0.052204,-0.025365,-0.102082,1139,1354,526,0.0,0.0
mimic_cxr_test,crimson,qwen35-9b,qwen35-122b-a10b,3019,-0.030429,0.0,-0.043887,-0.01519,-0.078121,1131,1397,491,1e-06,5e-06
mimic_cxr_test,crimson,qwen35-9b,qwen35-397b-a17b,3019,-0.020713,0.0,-0.035284,-0.006175,-0.052197,1166,1369,484,9.7e-05,0.000873
mimic_cxr_test,crimson,qwen35-27b,qwen35-35b-a3b,3019,-0.016595,0.0,-0.030374,-0.003082,-0.043682,1216,1289,514,0.037821,0.189104
mimic_cxr_test,crimson,qwen35-27b,qwen35-122b-a10b,3019,-0.008274,0.0,-0.022226,0.005381,-0.022213,1241,1279,499,0.446463,1.0
mimic_cxr_test,crimson,qwen35-27b,qwen35-397b-a17b,3019,0.001442,0.0,-0.012638,0.013598,0.003798,1291,1237,491,0.914879,1.0
mimic_cxr_test,crimson,qwen35-35b-a3b,qwen35-122b-a10b,3019,0.00832,0.0,-0.005751,0.02246,0.02165,1292,1237,490,0.236052,0.944208
mimic_cxr_test,crimson,qwen35-35b-a3b,qwen35-397b-a17b,3019,0.018037,0.0,0.003434,0.031652,0.046074,1305,1214,500,0.01115,0.078052
mimic_cxr_test,crimson,qwen35-122b-a10b,qwen35-397b-a17b,3019,0.009716,0.0,-0.005485,0.023378,0.025114,1295,1236,488,0.35171,1.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-2b,3031,0.403167,0.0,0.204281,0.609419,0.072017,1465,1304,262,0.000309,0.002162
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-4b,3031,1.554932,1.0,1.367445,1.752565,0.28082,1704,1047,280,0.0,0.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-9b,3031,1.689541,1.0,1.49981,1.875998,0.308235,1757,984,290,0.0,0.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-27b,3031,2.029693,2.0,1.848557,2.220406,0.372585,1803,963,265,0.0,0.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-35b-a3b,3031,2.384692,2.0,2.187669,2.579,0.436273,1908,852,271,0.0,0.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-122b-a10b,3031,2.263279,2.0,2.075206,2.459345,0.412107,1906,879,246,0.0,0.0
mimic_cxr_test,discern_score,qwen35-0_8b,qwen35-397b-a17b,3031,1.750247,1.0,1.566084,1.941966,0.315715,1758,1010,263,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-4b,3031,1.151765,1.0,0.986135,1.328959,0.22408,1611,1123,297,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-9b,3031,1.286374,1.0,1.109527,1.473779,0.248495,1676,1047,308,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-27b,3031,1.626526,1.0,1.431186,1.816603,0.31541,1743,969,319,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-35b-a3b,3031,1.981524,2.0,1.809617,2.166331,0.386853,1810,931,290,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-122b-a10b,3031,1.860112,1.0,1.680625,2.048854,0.364676,1807,934,290,0.0,0.0
mimic_cxr_test,discern_score,qwen35-2b,qwen35-397b-a17b,3031,1.34708,1.0,1.161325,1.543088,0.257559,1668,1073,290,0.0,0.0
mimic_cxr_test,discern_score,qwen35-4b,qwen35-9b,3031,0.134609,0.0,-0.040292,0.294647,0.028181,1354,1308,369,0.077621,0.232863
mimic_cxr_test,discern_score,qwen35-4b,qwen35-27b,3031,0.474761,0.0,0.314599,0.63512,0.102972,1457,1210,364,0.0,0.0
mimic_cxr_test,discern_score,qwen35-4b,qwen35-35b-a3b,3031,0.829759,1.0,0.664121,0.98126,0.179034,1520,1168,343,0.0,0.0
mimic_cxr_test,discern_score,qwen35-4b,qwen35-122b-a10b,3031,0.708347,1.0,0.537735,0.869078,0.152066,1536,1129,366,0.0,0.0
mimic_cxr_test,discern_score,qwen35-4b,qwen35-397b-a17b,3031,0.195315,0.0,0.030939,0.353357,0.041753,1385,1280,366,0.019408,0.077632
mimic_cxr_test,discern_score,qwen35-9b,qwen35-27b,3031,0.340152,0.0,0.174505,0.500866,0.072615,1414,1229,388,0.00013,0.001038
mimic_cxr_test,discern_score,qwen35-9b,qwen35-35b-a3b,3031,0.69515,0.0,0.527532,0.858232,0.151668,1479,1131,421,0.0,0.0
mimic_cxr_test,discern_score,qwen35-9b,qwen35-122b-a10b,3031,0.573738,0.0,0.407077,0.739723,0.124284,1473,1213,345,0.0,0.0
mimic_cxr_test,discern_score,qwen35-9b,qwen35-397b-a17b,3031,0.060706,0.0,-0.104091,0.226328,0.012899,1332,1309,390,0.66046,0.66046
mimic_cxr_test,discern_score,qwen35-27b,qwen35-35b-a3b,3031,0.354998,0.0,0.204545,0.509114,0.081101,1418,1234,379,4.6e-05,0.000416
mimic_cxr_test,discern_score,qwen35-27b,qwen35-122b-a10b,3031,0.233586,0.0,0.089393,0.377837,0.054656,1378,1245,408,0.001073,0.005366
mimic_cxr_test,discern_score,qwen35-27b,qwen35-397b-a17b,3031,-0.279446,0.0,-0.421,-0.131945,-0.063967,1244,1382,405,0.00074,0.004439
mimic_cxr_test,discern_score,qwen35-35b-a3b,qwen35-122b-a10b,3031,-0.121412,0.0,-0.266372,0.035442,-0.028387,1295,1349,387,0.155998,0.311996
mimic_cxr_test,discern_score,qwen35-35b-a3b,qwen35-397b-a17b,3031,-0.634444,0.0,-0.786564,-0.479281,-0.140483,1178,1462,391,0.0,0.0
mimic_cxr_test,discern_score,qwen35-122b-a10b,qwen35-397b-a17b,3031,-0.513032,0.0,-0.68032,-0.361927,-0.115822,1189,1450,392,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-2b,3031,0.123062,0.0,0.007547,0.247138,0.03684,1341,1202,488,0.066148,0.330742
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-4b,3031,0.56384,0.0,0.454207,0.686572,0.17616,1475,1019,537,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-9b,3031,0.514022,0.0,0.395909,0.62919,0.157286,1424,1026,581,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-27b,3031,0.774662,1.0,0.654198,0.891133,0.242395,1532,948,551,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-35b-a3b,3031,0.866711,1.0,0.756467,0.980221,0.273518,1575,914,542,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-122b-a10b,3031,0.881227,1.0,0.771989,0.999348,0.277357,1587,896,548,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-0_8b,qwen35-397b-a17b,3031,0.592874,0.0,0.479042,0.710681,0.182992,1449,1014,568,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-4b,3031,0.440779,0.0,0.334518,0.551328,0.147112,1388,1033,610,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-9b,3031,0.39096,0.0,0.274142,0.495257,0.128131,1370,1031,630,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-27b,3031,0.6516,0.0,0.540391,0.753877,0.216345,1454,983,594,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-35b-a3b,3031,0.743649,0.0,0.634766,0.853233,0.251469,1496,911,624,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-122b-a10b,3031,0.758166,0.0,0.652582,0.858149,0.253871,1502,909,620,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-2b,qwen35-397b-a17b,3031,0.469812,0.0,0.361844,0.578703,0.157184,1400,1029,602,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-4b,qwen35-9b,3031,-0.049819,0.0,-0.15146,0.044573,-0.017989,1105,1182,744,0.160574,0.612766
mimic_cxr_test,mini_discern_score,qwen35-4b,qwen35-27b,3031,0.210822,0.0,0.114451,0.310797,0.079235,1222,1051,758,5.9e-05,0.000532
mimic_cxr_test,mini_discern_score,qwen35-4b,qwen35-35b-a3b,3031,0.30287,0.0,0.2065,0.39562,0.112085,1261,1011,759,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-4b,qwen35-122b-a10b,3031,0.317387,0.0,0.218393,0.411127,0.11592,1212,1025,794,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-4b,qwen35-397b-a17b,3031,0.029033,0.0,-0.072286,0.119771,0.010682,1157,1149,725,0.783154,1.0
mimic_cxr_test,mini_discern_score,qwen35-9b,qwen35-27b,3031,0.26064,0.0,0.164962,0.349068,0.095907,1241,1028,762,0.0,1e-06
mimic_cxr_test,mini_discern_score,qwen35-9b,qwen35-35b-a3b,3031,0.352689,0.0,0.257654,0.447732,0.129895,1287,970,774,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-9b,qwen35-122b-a10b,3031,0.367206,0.0,0.267535,0.463552,0.134412,1288,986,757,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-9b,qwen35-397b-a17b,3031,0.078852,0.0,-0.019482,0.178209,0.028922,1178,1136,717,0.153191,0.612766
mimic_cxr_test,mini_discern_score,qwen35-27b,qwen35-35b-a3b,3031,0.092049,0.0,0.000627,0.189385,0.03536,1166,1062,803,0.029142,0.174853
mimic_cxr_test,mini_discern_score,qwen35-27b,qwen35-122b-a10b,3031,0.106565,0.0,0.015498,0.191034,0.042338,1121,1064,846,0.015216,0.106513
mimic_cxr_test,mini_discern_score,qwen35-27b,qwen35-397b-a17b,3031,-0.181788,0.0,-0.268575,-0.087059,-0.071166,1047,1179,805,0.000105,0.000836
mimic_cxr_test,mini_discern_score,qwen35-35b-a3b,qwen35-122b-a10b,3031,0.014517,0.0,-0.074571,0.102615,0.005739,1105,1112,814,0.979603,1.0
mimic_cxr_test,mini_discern_score,qwen35-35b-a3b,qwen35-397b-a17b,3031,-0.273837,0.0,-0.360615,-0.179132,-0.103314,990,1259,782,0.0,0.0
mimic_cxr_test,mini_discern_score,qwen35-122b-a10b,qwen35-397b-a17b,3031,-0.288354,0.0,-0.378464,-0.193641,-0.111163,999,1229,803,0.0,0.0
